"Period","Passenger_type","Direction","Country","Count"
201511,"Overseas visitor","Arrival","Andorra",16
201511,"Overseas visitor","Arrival","Argentina",416
201511,"Overseas visitor","Arrival","Australia",110048
201511,"Overseas visitor","Arrival","Austria",960
201511,"Overseas visitor","Arrival","Bahrain",32
201511,"Overseas visitor","Arrival","Bangladesh",32
201511,"Overseas visitor","Arrival","Barbados",16
201511,"Overseas visitor","Arrival","Belarus",16
201511,"Overseas visitor","Arrival","Belgium",848
201511,"Overseas visitor","Arrival","Bermuda",16
201511,"Overseas visitor","Arrival","Brazil",1120
201511,"Overseas visitor","Arrival","Brunei Darussalam",64
201511,"Overseas visitor","Arrival","Bulgaria",48
201511,"Overseas visitor","Arrival","Cambodia",96
201511,"Overseas visitor","Arrival","Canada",6016
201511,"Overseas visitor","Arrival","Cayman Islands",32
201511,"Overseas visitor","Arrival","Chile",464
201511,"Overseas visitor","Arrival","China, People's Republic of",36736
201511,"Overseas visitor","Arrival","Colombia",128
201511,"Overseas visitor","Arrival","Cook Islands",896
201511,"Overseas visitor","Arrival","Costa Rica",16
201511,"Overseas visitor","Arrival","Croatia",64
201511,"Overseas visitor","Arrival","Cyprus",32
201511,"Overseas visitor","Arrival","Czechia",624
201511,"Overseas visitor","Arrival","Denmark",1152
201511,"Overseas visitor","Arrival","Dominican Republic",32
201511,"Overseas visitor","Arrival","Ecuador",16
201511,"Overseas visitor","Arrival","Egypt",16
201511,"Overseas visitor","Arrival","Estonia",80
201511,"Overseas visitor","Arrival","Fiji",2880
201511,"Overseas visitor","Arrival","Finland",624
201511,"Overseas visitor","Arrival","Former Yugoslav Republic of Macedonia (FYROM)",16
201511,"Overseas visitor","Arrival","France",4048
201511,"Overseas visitor","Arrival","French Polynesia",1328
201511,"Overseas visitor","Arrival","Germany",10688
201511,"Overseas visitor","Arrival","Ghana",16
201511,"Overseas visitor","Arrival","Greece",64
201511,"Overseas visitor","Arrival","Guam",48
201511,"Overseas visitor","Arrival","Hong Kong (Special Administrative Region)",3248
201511,"Overseas visitor","Arrival","Hungary",144
201511,"Overseas visitor","Arrival","Iceland",48
201511,"Overseas visitor","Arrival","India",4816
201511,"Overseas visitor","Arrival","Indonesia",1024
201511,"Overseas visitor","Arrival","Iran",48
201511,"Overseas visitor","Arrival","Iraq",16
201511,"Overseas visitor","Arrival","Ireland",880
201511,"Overseas visitor","Arrival","Israel",640
201511,"Overseas visitor","Arrival","Italy",1040
201511,"Overseas visitor","Arrival","Jamaica",16
201511,"Overseas visitor","Arrival","Japan",8144
201511,"Overseas visitor","Arrival","Jordan",16
201511,"Overseas visitor","Arrival","Kiribati",64
201511,"Overseas visitor","Arrival","Korea, Republic of",6880
201511,"Overseas visitor","Arrival","Kosovo",16
201511,"Overseas visitor","Arrival","Kuwait",48
201511,"Overseas visitor","Arrival","Laos",16
201511,"Overseas visitor","Arrival","Latvia",32
201511,"Overseas visitor","Arrival","Liechtenstein",16
201511,"Overseas visitor","Arrival","Lithuania",48
201511,"Overseas visitor","Arrival","Luxembourg",96
201511,"Overseas visitor","Arrival","Macau (Special Administrative Region)",224
201511,"Overseas visitor","Arrival","Malaysia",5280
201511,"Overseas visitor","Arrival","Maldives",16
201511,"Overseas visitor","Arrival","Malta",48
201511,"Overseas visitor","Arrival","Marshall Islands",16
201511,"Overseas visitor","Arrival","Mauritius",32
201511,"Overseas visitor","Arrival","Mexico",416
201511,"Overseas visitor","Arrival","Micronesia, Federated States of",16
201511,"Overseas visitor","Arrival","Moldova",16
201511,"Overseas visitor","Arrival","Monaco",16
201511,"Overseas visitor","Arrival","Mongolia",32
201511,"Overseas visitor","Arrival","Morocco",16
201511,"Overseas visitor","Arrival","Myanmar",16
201511,"Overseas visitor","Arrival","Namibia",16
201511,"Overseas visitor","Arrival","Nauru",16
201511,"Overseas visitor","Arrival","Nepal",64
201511,"Overseas visitor","Arrival","Netherlands",2912
201511,"Overseas visitor","Arrival","New Caledonia",1248
201511,"Overseas visitor","Arrival","New Zealand",1824
201511,"Overseas visitor","Arrival","Nigeria",16
201511,"Overseas visitor","Arrival","Niue",192
201511,"Overseas visitor","Arrival","Norfolk Island",64
201511,"Overseas visitor","Arrival","Norway",528
201511,"Overseas visitor","Arrival","Not Stated",4192
201511,"Overseas visitor","Arrival","Oman",32
201511,"Overseas visitor","Arrival","Pakistan",64
201511,"Overseas visitor","Arrival","Palau",16
201511,"Overseas visitor","Arrival","Panama",32
201511,"Overseas visitor","Arrival","Papua New Guinea",272
201511,"Overseas visitor","Arrival","Paraguay",16
201511,"Overseas visitor","Arrival","Peru",48
201511,"Overseas visitor","Arrival","Philippines",1072
201511,"Overseas visitor","Arrival","Poland",656
201511,"Overseas visitor","Arrival","Portugal",176
201511,"Overseas visitor","Arrival","Qatar",96
201511,"Overseas visitor","Arrival","Reunion",16
201511,"Overseas visitor","Arrival","Romania",128
201511,"Overseas visitor","Arrival","Russia",400
201511,"Overseas visitor","Arrival","Samoa",2432
201511,"Overseas visitor","Arrival","Samoa, American",80
201511,"Overseas visitor","Arrival","Saudi Arabia",192
201511,"Overseas visitor","Arrival","Serbia",16
201511,"Overseas visitor","Arrival","Singapore",6528
201511,"Overseas visitor","Arrival","Slovakia",112
201511,"Overseas visitor","Arrival","Slovenia",80
201511,"Overseas visitor","Arrival","Solomon Islands",272
201511,"Overseas visitor","Arrival","Somalia",16
201511,"Overseas visitor","Arrival","South Africa",1696
201511,"Overseas visitor","Arrival","South Sudan",16
201511,"Overseas visitor","Arrival","Spain",1472
201511,"Overseas visitor","Arrival","Sri Lanka",224
201511,"Overseas visitor","Arrival","Suriname",16
201511,"Overseas visitor","Arrival","Sweden",1648
201511,"Overseas visitor","Arrival","Switzerland",2416
201511,"Overseas visitor","Arrival","Syria",16
201511,"Overseas visitor","Arrival","Taiwan",3616
201511,"Overseas visitor","Arrival","Tanzania",16
201511,"Overseas visitor","Arrival","Thailand",1376
201511,"Overseas visitor","Arrival","Timor-Leste",16
201511,"Overseas visitor","Arrival","Tokelau",16
201511,"Overseas visitor","Arrival","Tonga",1952
201511,"Overseas visitor","Arrival","Turkey",96
201511,"Overseas visitor","Arrival","Tuvalu",80
201511,"Overseas visitor","Arrival","Uganda",16
201511,"Overseas visitor","Arrival","Ukraine",112
201511,"Overseas visitor","Arrival","United Arab Emirates",528
201511,"Overseas visitor","Arrival","United Kingdom",19824
201511,"Overseas visitor","Arrival","United States of America",26752
201511,"Overseas visitor","Arrival","Uruguay",48
201511,"Overseas visitor","Arrival","Vanuatu",976
201511,"Overseas visitor","Arrival","Viet Nam",384
201511,"Overseas visitor","Arrival","Virgin Islands, British",16
201511,"Overseas visitor","Arrival","Zambia",16
201511,"Overseas visitor","Arrival","Zimbabwe",32
201511,"Overseas visitor","Departure","Angola",26
201511,"Overseas visitor","Departure","Argentina",442
201511,"Overseas visitor","Departure","Armenia",26
201511,"Overseas visitor","Departure","Australia",109252
201511,"Overseas visitor","Departure","Austria",520
201511,"Overseas visitor","Departure","Bahrain",26
201511,"Overseas visitor","Departure","Bangladesh",26
201511,"Overseas visitor","Departure","Barbados",26
201511,"Overseas visitor","Departure","Belgium",676
201511,"Overseas visitor","Departure","Brazil",1170
201511,"Overseas visitor","Departure","Brunei Darussalam",78
201511,"Overseas visitor","Departure","Bulgaria",78
201511,"Overseas visitor","Departure","Cambodia",78
201511,"Overseas visitor","Departure","Canada",4784
201511,"Overseas visitor","Departure","Chile",468
201511,"Overseas visitor","Departure","China, People's Republic of",34502
201511,"Overseas visitor","Departure","Colombia",78
201511,"Overseas visitor","Departure","Cook Islands",754
201511,"Overseas visitor","Departure","Costa Rica",26
201511,"Overseas visitor","Departure","Croatia",52
201511,"Overseas visitor","Departure","Cuba",26
201511,"Overseas visitor","Departure","Cyprus",26
201511,"Overseas visitor","Departure","Czechia",468
201511,"Overseas visitor","Departure","Denmark",962
201511,"Overseas visitor","Departure","Dominican Republic",26
201511,"Overseas visitor","Departure","Estonia",26
201511,"Overseas visitor","Departure","Fiji",1976
201511,"Overseas visitor","Departure","Finland",442
201511,"Overseas visitor","Departure","France",2808
201511,"Overseas visitor","Departure","French Polynesia",1352
201511,"Overseas visitor","Departure","Germany",5824
201511,"Overseas visitor","Departure","Gibraltar",26
201511,"Overseas visitor","Departure","Greece",26
201511,"Overseas visitor","Departure","Guyana",26
201511,"Overseas visitor","Departure","Hong Kong (Special Administrative Region)",2522
201511,"Overseas visitor","Departure","Hungary",130
201511,"Overseas visitor","Departure","India",3666
201511,"Overseas visitor","Departure","Indonesia",988
201511,"Overseas visitor","Departure","Iran",26
201511,"Overseas visitor","Departure","Ireland",910
201511,"Overseas visitor","Departure","Israel",312
201511,"Overseas visitor","Departure","Italy",494
201511,"Overseas visitor","Departure","Japan",7826
201511,"Overseas visitor","Departure","Jordan",26
201511,"Overseas visitor","Departure","Kazakhstan",26
201511,"Overseas visitor","Departure","Kenya",26
201511,"Overseas visitor","Departure","Kiribati",26
201511,"Overseas visitor","Departure","Korea, Democratic People's Republic of",26
201511,"Overseas visitor","Departure","Korea, Republic of",6916
201511,"Overseas visitor","Departure","Kuwait",26
201511,"Overseas visitor","Departure","Latvia",26
201511,"Overseas visitor","Departure","Lithuania",26
201511,"Overseas visitor","Departure","Luxembourg",26
201511,"Overseas visitor","Departure","Macau (Special Administrative Region)",234
201511,"Overseas visitor","Departure","Malaysia",4004
201511,"Overseas visitor","Departure","Mali",26
201511,"Overseas visitor","Departure","Malta",52
201511,"Overseas visitor","Departure","Mexico",286
201511,"Overseas visitor","Departure","Micronesia, Federated States of",26
201511,"Overseas visitor","Departure","Monaco",26
201511,"Overseas visitor","Departure","Namibia",26
201511,"Overseas visitor","Departure","Nauru",26
201511,"Overseas visitor","Departure","Nepal",26
201511,"Overseas visitor","Departure","Netherlands",1482
201511,"Overseas visitor","Departure","New Caledonia",1144
201511,"Overseas visitor","Departure","New Zealand",1872
201511,"Overseas visitor","Departure","Niue",260
201511,"Overseas visitor","Departure","Norfolk Island",78
201511,"Overseas visitor","Departure","Norway",416
201511,"Overseas visitor","Departure","Not Stated",11648
201511,"Overseas visitor","Departure","Pakistan",104
201511,"Overseas visitor","Departure","Panama",26
201511,"Overseas visitor","Departure","Papua New Guinea",286
201511,"Overseas visitor","Departure","Peru",52
201511,"Overseas visitor","Departure","Philippines",1066
201511,"Overseas visitor","Departure","Poland",442
201511,"Overseas visitor","Departure","Portugal",78
201511,"Overseas visitor","Departure","Qatar",78
201511,"Overseas visitor","Departure","Reunion",52
201511,"Overseas visitor","Departure","Romania",52
201511,"Overseas visitor","Departure","Russia",312
201511,"Overseas visitor","Departure","Rwanda",26
201511,"Overseas visitor","Departure","Samoa",1326
201511,"Overseas visitor","Departure","Samoa, American",26
201511,"Overseas visitor","Departure","Saudi Arabia",260
201511,"Overseas visitor","Departure","Serbia",26
201511,"Overseas visitor","Departure","Singapore",4680
201511,"Overseas visitor","Departure","Slovakia",104
201511,"Overseas visitor","Departure","Slovenia",78
201511,"Overseas visitor","Departure","Solomon Islands",104
201511,"Overseas visitor","Departure","South Africa",1144
201511,"Overseas visitor","Departure","Spain",1196
201511,"Overseas visitor","Departure","Sri Lanka",104
201511,"Overseas visitor","Departure","St Maarten (Dutch Part)",26
201511,"Overseas visitor","Departure","Suriname",26
201511,"Overseas visitor","Departure","Sweden",1170
201511,"Overseas visitor","Departure","Switzerland",1404
201511,"Overseas visitor","Departure","Syria",26
201511,"Overseas visitor","Departure","Taiwan",3770
201511,"Overseas visitor","Departure","Thailand",1612
201511,"Overseas visitor","Departure","Tonga",1144
201511,"Overseas visitor","Departure","Turkey",26
201511,"Overseas visitor","Departure","Tuvalu",52
201511,"Overseas visitor","Departure","Ukraine",130
201511,"Overseas visitor","Departure","United Arab Emirates",286
201511,"Overseas visitor","Departure","United Kingdom",15496
201511,"Overseas visitor","Departure","United States of America",25766
201511,"Overseas visitor","Departure","Uruguay",52
201511,"Overseas visitor","Departure","Vanuatu",182
201511,"Overseas visitor","Departure","Viet Nam",286
201511,"Overseas visitor","Departure","Zambia",26
201511,"Overseas visitor","Departure","Zimbabwe",78
201512,"Overseas visitor","Arrival","Algeria",16
201512,"Overseas visitor","Arrival","Andorra",16
201512,"Overseas visitor","Arrival","Angola",16
201512,"Overseas visitor","Arrival","Argentina",1392
201512,"Overseas visitor","Arrival","Australia",177392
201512,"Overseas visitor","Arrival","Austria",1200
201512,"Overseas visitor","Arrival","Azerbaijan",16
201512,"Overseas visitor","Arrival","Bahamas",16
201512,"Overseas visitor","Arrival","Bahrain",64
201512,"Overseas visitor","Arrival","Bangladesh",80
201512,"Overseas visitor","Arrival","Belarus",32
201512,"Overseas visitor","Arrival","Belgium",1008
201512,"Overseas visitor","Arrival","Bermuda",48
201512,"Overseas visitor","Arrival","Bhutan",16
201512,"Overseas visitor","Arrival","Botswana",32
201512,"Overseas visitor","Arrival","Brazil",1696
201512,"Overseas visitor","Arrival","Brunei Darussalam",368
201512,"Overseas visitor","Arrival","Bulgaria",96
201512,"Overseas visitor","Arrival","Burkina Faso",16
201512,"Overseas visitor","Arrival","Cambodia",176
201512,"Overseas visitor","Arrival","Canada",7056
201512,"Overseas visitor","Arrival","Cayman Islands",32
201512,"Overseas visitor","Arrival","Chile",816
201512,"Overseas visitor","Arrival","China, People's Republic of",36736
201512,"Overseas visitor","Arrival","Colombia",208
201512,"Overseas visitor","Arrival","Cook Islands",1328
201512,"Overseas visitor","Arrival","Costa Rica",32
201512,"Overseas visitor","Arrival","Croatia",64
201512,"Overseas visitor","Arrival","Curacao",16
201512,"Overseas visitor","Arrival","Cyprus",48
201512,"Overseas visitor","Arrival","Czechia",768
201512,"Overseas visitor","Arrival","Denmark",1824
201512,"Overseas visitor","Arrival","Djibouti",16
201512,"Overseas visitor","Arrival","Dominican Republic",16
201512,"Overseas visitor","Arrival","Ecuador",32
201512,"Overseas visitor","Arrival","Egypt",32
201512,"Overseas visitor","Arrival","Estonia",48
201512,"Overseas visitor","Arrival","Eswatini",16
201512,"Overseas visitor","Arrival","Ethiopia",16
201512,"Overseas visitor","Arrival","Fiji",5008
201512,"Overseas visitor","Arrival","Finland",912
201512,"Overseas visitor","Arrival","Former Yugoslav Republic of Macedonia (FYROM)",16
201512,"Overseas visitor","Arrival","France",4896
201512,"Overseas visitor","Arrival","French Polynesia",2352
201512,"Overseas visitor","Arrival","Georgia",16
201512,"Overseas visitor","Arrival","Germany",14048
201512,"Overseas visitor","Arrival","Ghana",16
201512,"Overseas visitor","Arrival","Gibraltar",16
201512,"Overseas visitor","Arrival","Greece",128
201512,"Overseas visitor","Arrival","Greenland",16
201512,"Overseas visitor","Arrival","Guam",48
201512,"Overseas visitor","Arrival","Guatemala",16
201512,"Overseas visitor","Arrival","Hong Kong (Special Administrative Region)",6320
201512,"Overseas visitor","Arrival","Hungary",240
201512,"Overseas visitor","Arrival","Iceland",48
201512,"Overseas visitor","Arrival","India",5952
201512,"Overseas visitor","Arrival","Indonesia",2480
201512,"Overseas visitor","Arrival","Iran",80
201512,"Overseas visitor","Arrival","Iraq",16
201512,"Overseas visitor","Arrival","Ireland",1872
201512,"Overseas visitor","Arrival","Israel",976
201512,"Overseas visitor","Arrival","Italy",1408
201512,"Overseas visitor","Arrival","Japan",11376
201512,"Overseas visitor","Arrival","Jordan",16
201512,"Overseas visitor","Arrival","Kazakhstan",48
201512,"Overseas visitor","Arrival","Kenya",96
201512,"Overseas visitor","Arrival","Kiribati",48
201512,"Overseas visitor","Arrival","Korea, Republic of",9040
201512,"Overseas visitor","Arrival","Kuwait",64
201512,"Overseas visitor","Arrival","Kyrgyzstan",16
201512,"Overseas visitor","Arrival","Laos",64
201512,"Overseas visitor","Arrival","Latvia",80
201512,"Overseas visitor","Arrival","Lebanon",32
201512,"Overseas visitor","Arrival","Liberia",16
201512,"Overseas visitor","Arrival","Liechtenstein",16
201512,"Overseas visitor","Arrival","Lithuania",32
201512,"Overseas visitor","Arrival","Luxembourg",112
201512,"Overseas visitor","Arrival","Macau (Special Administrative Region)",352
201512,"Overseas visitor","Arrival","Madagascar",16
201512,"Overseas visitor","Arrival","Malawi",16
201512,"Overseas visitor","Arrival","Malaysia",6192
201512,"Overseas visitor","Arrival","Maldives",48
201512,"Overseas visitor","Arrival","Mali",16
201512,"Overseas visitor","Arrival","Malta",96
201512,"Overseas visitor","Arrival","Marshall Islands",16
201512,"Overseas visitor","Arrival","Mauritius",48
201512,"Overseas visitor","Arrival","Mexico",656
201512,"Overseas visitor","Arrival","Moldova",16
201512,"Overseas visitor","Arrival","Monaco",16
201512,"Overseas visitor","Arrival","Mongolia",48
201512,"Overseas visitor","Arrival","Montenegro",16
201512,"Overseas visitor","Arrival","Mozambique",16
201512,"Overseas visitor","Arrival","Myanmar",96
201512,"Overseas visitor","Arrival","Namibia",16
201512,"Overseas visitor","Arrival","Nauru",16
201512,"Overseas visitor","Arrival","Nepal",64
201512,"Overseas visitor","Arrival","Netherlands",4240
201512,"Overseas visitor","Arrival","New Caledonia",2304
201512,"Overseas visitor","Arrival","New Zealand",3216
201512,"Overseas visitor","Arrival","Niger",16
201512,"Overseas visitor","Arrival","Nigeria",32
201512,"Overseas visitor","Arrival","Niue",384
201512,"Overseas visitor","Arrival","Norfolk Island",64
201512,"Overseas visitor","Arrival","Norway",704
201512,"Overseas visitor","Arrival","Not Stated",6352
201512,"Overseas visitor","Arrival","Oman",144
201512,"Overseas visitor","Arrival","Pakistan",96
201512,"Overseas visitor","Arrival","Palau",16
201512,"Overseas visitor","Arrival","Panama",16
201512,"Overseas visitor","Arrival","Papua New Guinea",320
201512,"Overseas visitor","Arrival","Peru",80
201512,"Overseas visitor","Arrival","Philippines",2176
201512,"Overseas visitor","Arrival","Poland",432
201512,"Overseas visitor","Arrival","Portugal",144
201512,"Overseas visitor","Arrival","Puerto Rico",16
201512,"Overseas visitor","Arrival","Qatar",240
201512,"Overseas visitor","Arrival","Reunion",96
201512,"Overseas visitor","Arrival","Romania",160
201512,"Overseas visitor","Arrival","Russia",960
201512,"Overseas visitor","Arrival","Rwanda",16
201512,"Overseas visitor","Arrival","Samoa",3968
201512,"Overseas visitor","Arrival","Samoa, American",224
201512,"Overseas visitor","Arrival","Saudi Arabia",272
201512,"Overseas visitor","Arrival","Serbia",32
201512,"Overseas visitor","Arrival","Singapore",12416
201512,"Overseas visitor","Arrival","Slovakia",144
201512,"Overseas visitor","Arrival","Slovenia",80
201512,"Overseas visitor","Arrival","Solomon Islands",96
201512,"Overseas visitor","Arrival","Somalia",16
201512,"Overseas visitor","Arrival","South Africa",3520
201512,"Overseas visitor","Arrival","South Sudan",16
201512,"Overseas visitor","Arrival","Spain",1456
201512,"Overseas visitor","Arrival","Sri Lanka",352
201512,"Overseas visitor","Arrival","St Lucia",16
201512,"Overseas visitor","Arrival","St Maarten (Dutch Part)",16
201512,"Overseas visitor","Arrival","St Vincent and the Grenadines",16
201512,"Overseas visitor","Arrival","Sudan",16
201512,"Overseas visitor","Arrival","Sweden",3392
201512,"Overseas visitor","Arrival","Switzerland",3952
201512,"Overseas visitor","Arrival","Taiwan",3072
201512,"Overseas visitor","Arrival","Tanzania",48
201512,"Overseas visitor","Arrival","Thailand",2496
201512,"Overseas visitor","Arrival","Timor-Leste",32
201512,"Overseas visitor","Arrival","Tokelau",32
201512,"Overseas visitor","Arrival","Tonga",3792
201512,"Overseas visitor","Arrival","Tunisia",16
201512,"Overseas visitor","Arrival","Turkey",192
201512,"Overseas visitor","Arrival","Tuvalu",144
201512,"Overseas visitor","Arrival","Uganda",16
201512,"Overseas visitor","Arrival","Ukraine",96
201512,"Overseas visitor","Arrival","United Arab Emirates",1376
201512,"Overseas visitor","Arrival","United Kingdom",37616
201512,"Overseas visitor","Arrival","United States of America",33856
201512,"Overseas visitor","Arrival","Uruguay",96
201512,"Overseas visitor","Arrival","Uzbekistan",16
201512,"Overseas visitor","Arrival","Vanuatu",336
201512,"Overseas visitor","Arrival","Venezuela",32
201512,"Overseas visitor","Arrival","Viet Nam",544
201512,"Overseas visitor","Arrival","Virgin Islands, British",16
201512,"Overseas visitor","Arrival","Wallis and Futuna",32
201512,"Overseas visitor","Arrival","Zambia",48
201512,"Overseas visitor","Arrival","Zimbabwe",64
201512,"Overseas visitor","Departure","Argentina",676
201512,"Overseas visitor","Departure","Australia",106704
201512,"Overseas visitor","Departure","Austria",676
201512,"Overseas visitor","Departure","Bahrain",26
201512,"Overseas visitor","Departure","Bangladesh",104
201512,"Overseas visitor","Departure","Belgium",650
201512,"Overseas visitor","Departure","Bermuda",26
201512,"Overseas visitor","Departure","Bolivia",26
201512,"Overseas visitor","Departure","Brazil",1118
201512,"Overseas visitor","Departure","Brunei Darussalam",260
201512,"Overseas visitor","Departure","Bulgaria",78
201512,"Overseas visitor","Departure","Cambodia",130
201512,"Overseas visitor","Departure","Canada",5148
201512,"Overseas visitor","Departure","Chile",546
201512,"Overseas visitor","Departure","China, People's Republic of",37154
201512,"Overseas visitor","Departure","Colombia",182
201512,"Overseas visitor","Departure","Cook Islands",910
201512,"Overseas visitor","Departure","Costa Rica",26
201512,"Overseas visitor","Departure","Cyprus",26
201512,"Overseas visitor","Departure","Czechia",728
201512,"Overseas visitor","Departure","Denmark",1118
201512,"Overseas visitor","Departure","Egypt",52
201512,"Overseas visitor","Departure","Estonia",78
201512,"Overseas visitor","Departure","Fiji",2106
201512,"Overseas visitor","Departure","Finland",728
201512,"Overseas visitor","Departure","France",3458
201512,"Overseas visitor","Departure","French Polynesia",1222
201512,"Overseas visitor","Departure","Germany",8450
201512,"Overseas visitor","Departure","Gibraltar",26
201512,"Overseas visitor","Departure","Greece",104
201512,"Overseas visitor","Departure","Guam",26
201512,"Overseas visitor","Departure","Hong Kong (Special Administrative Region)",4992
201512,"Overseas visitor","Departure","Hungary",130
201512,"Overseas visitor","Departure","Iceland",26
201512,"Overseas visitor","Departure","India",4524
201512,"Overseas visitor","Departure","Indonesia",1456
201512,"Overseas visitor","Departure","Iran",26
201512,"Overseas visitor","Departure","Iraq",52
201512,"Overseas visitor","Departure","Ireland",780
201512,"Overseas visitor","Departure","Israel",676
201512,"Overseas visitor","Departure","Italy",962
201512,"Overseas visitor","Departure","Japan",10400
201512,"Overseas visitor","Departure","Jordan",26
201512,"Overseas visitor","Departure","Kazakhstan",78
201512,"Overseas visitor","Departure","Kenya",52
201512,"Overseas visitor","Departure","Korea, Republic of",7644
201512,"Overseas visitor","Departure","Kuwait",52
201512,"Overseas visitor","Departure","Latvia",26
201512,"Overseas visitor","Departure","Lebanon",52
201512,"Overseas visitor","Departure","Liechtenstein",26
201512,"Overseas visitor","Departure","Lithuania",52
201512,"Overseas visitor","Departure","Luxembourg",52
201512,"Overseas visitor","Departure","Macau (Special Administrative Region)",286
201512,"Overseas visitor","Departure","Malawi",26
201512,"Overseas visitor","Departure","Malaysia",6890
201512,"Overseas visitor","Departure","Maldives",52
201512,"Overseas visitor","Departure","Malta",104
201512,"Overseas visitor","Departure","Mauritius",26
201512,"Overseas visitor","Departure","Mexico",676
201512,"Overseas visitor","Departure","Micronesia, Federated States of",26
201512,"Overseas visitor","Departure","Monaco",26
201512,"Overseas visitor","Departure","Mongolia",26
201512,"Overseas visitor","Departure","Myanmar",104
201512,"Overseas visitor","Departure","Nauru",26
201512,"Overseas visitor","Departure","Nepal",52
201512,"Overseas visitor","Departure","Netherlands",3198
201512,"Overseas visitor","Departure","New Caledonia",1378
201512,"Overseas visitor","Departure","New Zealand",2028
201512,"Overseas visitor","Departure","Niue",182
201512,"Overseas visitor","Departure","Norfolk Island",104
201512,"Overseas visitor","Departure","Norway",520
201512,"Overseas visitor","Departure","Not Stated",13806
201512,"Overseas visitor","Departure","Oman",52
201512,"Overseas visitor","Departure","Pakistan",26
201512,"Overseas visitor","Departure","Palau",26
201512,"Overseas visitor","Departure","Panama",26
201512,"Overseas visitor","Departure","Papua New Guinea",286
201512,"Overseas visitor","Departure","Peru",78
201512,"Overseas visitor","Departure","Philippines",1092
201512,"Overseas visitor","Departure","Poland",390
201512,"Overseas visitor","Departure","Portugal",208
201512,"Overseas visitor","Departure","Puerto Rico",26
201512,"Overseas visitor","Departure","Qatar",182
201512,"Overseas visitor","Departure","Romania",78
201512,"Overseas visitor","Departure","Russia",390
201512,"Overseas visitor","Departure","Samoa",1196
201512,"Overseas visitor","Departure","Samoa, American",52
201512,"Overseas visitor","Departure","Saudi Arabia",312
201512,"Overseas visitor","Departure","Singapore",10842
201512,"Overseas visitor","Departure","Slovakia",52
201512,"Overseas visitor","Departure","Slovenia",52
201512,"Overseas visitor","Departure","Solomon Islands",26
201512,"Overseas visitor","Departure","South Africa",1274
201512,"Overseas visitor","Departure","Spain",858
201512,"Overseas visitor","Departure","Sri Lanka",234
201512,"Overseas visitor","Departure","Sweden",1612
201512,"Overseas visitor","Departure","Switzerland",2158
201512,"Overseas visitor","Departure","Taiwan",3328
201512,"Overseas visitor","Departure","Thailand",1846
201512,"Overseas visitor","Departure","Timor-Leste",78
201512,"Overseas visitor","Departure","Togo",26
201512,"Overseas visitor","Departure","Tokelau",26
201512,"Overseas visitor","Departure","Tonga",1196
201512,"Overseas visitor","Departure","Turkey",156
201512,"Overseas visitor","Departure","Turks and Caicos Islands",26
201512,"Overseas visitor","Departure","Ukraine",26
201512,"Overseas visitor","Departure","United Arab Emirates",624
201512,"Overseas visitor","Departure","United Kingdom",18538
201512,"Overseas visitor","Departure","United States of America",24778
201512,"Overseas visitor","Departure","Uruguay",26
201512,"Overseas visitor","Departure","Uzbekistan",26
201512,"Overseas visitor","Departure","Vanuatu",286
201512,"Overseas visitor","Departure","Viet Nam",468
201512,"Overseas visitor","Departure","Zimbabwe",26
201601,"Overseas visitor","Arrival","Afghanistan",16
201601,"Overseas visitor","Arrival","Argentina",1744
201601,"Overseas visitor","Arrival","Australia",122608
201601,"Overseas visitor","Arrival","Austria",1152
201601,"Overseas visitor","Arrival","Azerbaijan",16
201601,"Overseas visitor","Arrival","Bahamas",16
201601,"Overseas visitor","Arrival","Bahrain",48
201601,"Overseas visitor","Arrival","Bangladesh",16
201601,"Overseas visitor","Arrival","Belarus",16
201601,"Overseas visitor","Arrival","Belgium",784
201601,"Overseas visitor","Arrival","Bermuda",32
201601,"Overseas visitor","Arrival","Bolivia",16
201601,"Overseas visitor","Arrival","Botswana",16
201601,"Overseas visitor","Arrival","Brazil",1552
201601,"Overseas visitor","Arrival","Brunei Darussalam",48
201601,"Overseas visitor","Arrival","Bulgaria",96
201601,"Overseas visitor","Arrival","Cambodia",96
201601,"Overseas visitor","Arrival","Cameroon",16
201601,"Overseas visitor","Arrival","Canada",7488
201601,"Overseas visitor","Arrival","Chad",16
201601,"Overseas visitor","Arrival","Chile",864
201601,"Overseas visitor","Arrival","China, People's Republic of",40848
201601,"Overseas visitor","Arrival","Colombia",176
201601,"Overseas visitor","Arrival","Congo",16
201601,"Overseas visitor","Arrival","Cook Islands",608
201601,"Overseas visitor","Arrival","Costa Rica",32
201601,"Overseas visitor","Arrival","Croatia",96
201601,"Overseas visitor","Arrival","Cyprus",80
201601,"Overseas visitor","Arrival","Czechia",592
201601,"Overseas visitor","Arrival","Denmark",2336
201601,"Overseas visitor","Arrival","Ecuador",16
201601,"Overseas visitor","Arrival","Egypt",32
201601,"Overseas visitor","Arrival","Estonia",80
201601,"Overseas visitor","Arrival","Ethiopia",16
201601,"Overseas visitor","Arrival","Faeroe Islands",16
201601,"Overseas visitor","Arrival","Fiji",2096
201601,"Overseas visitor","Arrival","Finland",800
201601,"Overseas visitor","Arrival","France",5184
201601,"Overseas visitor","Arrival","French Polynesia",1200
201601,"Overseas visitor","Arrival","Gabon",16
201601,"Overseas visitor","Arrival","Germany",13328
